,0,1,2,3,4,5,6,7,8,9
926,907,46.48,Aoto SUZUKI,30 MAY 2001,JPN,3,,"Yanmar Stadium Nagai, Osaka (JPN)",25 JUN 2021,1079
927,918,46.49,Isaac MAKWALA,24 SEP 1985,BOT,1f5,,"National Stadium, Gaborone (BOT)",06 FEB 2021,1079
928,918,46.49,Haowen ZHOU,04 JUL 2001,CHN,1h2,,Xi'an (CHN),27 APR 2021,1079
929,918,46.49,Jackson JUNKINS,,USA,1f2,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",30 APR 2021,1079
930,918,46.49,Nicholas RAMEY,30 APR 2001,USA,4,,"Katherine B. Loker Stadium, Los Angeles, CA (USA)",16 MAY 2021,1079
931,918,46.49,Thomas JORDIER,12 AUG 1994,FRA,1f3,,"Stadio Comunale, Castiglione della Pescaia (ITA)",19 MAY 2021,1079
932,918,46.49,Solomon STRADER,22 DEC 2001,USA,4q4,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1079
933,918,46.49,James BENSON,,USA,3q6,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1079
934,918,46.49,Ben PSICIHULIS,,USA,4q2,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",26 MAY 2021,1079
935,918,46.49,Alexander RUSSO,26 JUL 1994,BRA,4,,"COTP Stadium, São Paulo (BRA)",11 JUN 2021,1079
936,918,46.49,Ferdy AGRAMONTE,,DOM,2f2,,Santo Domingo (DOM),12 JUN 2021,1079
937,918,46.49,Myles PRINGLE,05 SEP 1997,USA,1f4,,"Our Lady of Good Counsel HS, Olney, MD (USA)",12 JUN 2021,1079
938,918,46.49,Sikiru Adewale ADEYEMI,02 JUL 1998,NGR,1h3,,"Yabatech Sport Complex, Lagos (NGR)",17 JUN 2021,1079
939,918,46.49,Stanley Kieti MUTUNGA,30 DEC 1996,KEN,1h1,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",17 JUN 2021,1079
940,918,46.49,Andrey GALATSKOV,13 FEB 1992,RUS,2sf1,,"Olympic Stadium, Cheboksary (RUS)",24 JUN 2021,1079
941,918,46.49,Téo ANDANT,21 JUL 1999,FRA,1,,"Stade Helitas, Caen (FRA)",04 JUL 2021,1079
942,918,46.49,El-Mir REALE,26 JUL 1999,FRA,2,,"Stade Helitas, Caen (FRA)",04 JUL 2021,1079
943,934,46.50,Muzala SIMUKONGA,2004,ZAM,3f1,,"National Heroes Stadium, Lusaka (ZAM)",10 APR 2021,1078
944,934,46.50,Ashwin JOOD,25 OCT 2000,RSA,5sf1,,"Bestmed Tuks Stadium, Pretoria (RSA)",16 APR 2021,1078
945,934,46.50,Pedro Luis BURMANN DE OLIVEIRA,17 FEB 1992,BRA,1,,Timbó (BRA),17 APR 2021,1078
946,934,46.50,Isaiah PALMER,17 JUL 1998,USA,4f1,,"Spec Towns Track, Athens, GA (USA)",01 MAY 2021,1078
947,934,46.50,Shunta FUJIYOSHI,01 NOV 2001,JPN,3f1,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2021,1078
948,934,46.50,Jhon Alejandro PERLAZA,26 AUG 1994,COL,1f3,,"Estádio 1o de Maio, Lisboa (POR)",15 MAY 2021,1078
949,934,46.50,Jonathon SAWYER,,USA,1h2,,"Turner Stadium, Humble, TX (USA)",16 MAY 2021,1078
950,934,46.50,Keeno BURRELL,,JAM,8,,"National Stadium, Kingston (JAM)",22 MAY 2021,1078
951,934,46.50,​Demish GAYE,20 JAN 1993,JAM,3f1,,"National Stadium, Kingston (JAM)",29 MAY 2021,1078
952,934,46.50,Andreas Haara BAKKETUN,21 FEB 2001,NOR,1,,"Fana Stadion, Bergen (NOR)",30 MAY 2021,1078
953,934,46.50,Jamal RHODEN-STEVENS,27 APR 1994,GBR,1f1,,"Lee Valley Athletics Centre, London (GBR)",06 JUN 2021,1078
954,934,46.50,Brayan LOPEZ,20 JUN 1997,ITA,1h2,,"Stadio Quercia, Rovereto (ITA)",25 JUN 2021,1078
955,934,46.50,Davide RE,16 MAR 1993,ITA,2h2,,"Stadio Quercia, Rovereto (ITA)",25 JUN 2021,1078
956,934,46.50,Ludovic OUCENI,01 FEB 2001,FRA,2h1,,"Stade Josette et Roger Mikulak, Angers (FRA)",26 JUN 2021,1078
957,948,46.51,Ian HALPIN,20 APR 1993,AUS,1,,"Olympic Stadium, Sydney (AUS)",07 MAR 2021,1077
958,948,46.51,Chevannie HANSON,22 SEP 1998,JAM,1f2,,"Terry & Linda Fuller T&F Complex (Texas Tech), Lubbock, TX (USA)",10 APR 2021,1077
959,948,46.51,Raidel ACEA,31 OCT 1990,POR,1,,Coimbra (POR),10 APR 2021,1077
960,948,46.51,Sikiru Adewale ADEYEMI,02 JUL 1998,NGR,3,,"Samuel Ogbemudia Stadium, Benin City (NGR)",10 APR 2021,1077
961,948,46.51,Vladimir ACETI,16 OCT 1998,ITA,1,,"Centro Sportivo Fontanassa, Savona (ITA)",13 MAY 2021,1077
962,948,46.51,Mikhail LITVIN,05 JAN 1996,KAZ,1,,Almaty (KAZ),21 MAY 2021,1077
963,948,46.51,Douglas HERNANDES MENDES,04 AUG 2001,BRA,5,,"COTP Stadium, São Paulo (BRA)",11 JUN 2021,1077
964,948,46.51,Rabah YOUSIF,11 DEC 1986,GBR,1f1,,"Sollentunavallen, Sollentuna (SWE)",13 JUN 2021,1077
965,956,46.52,Arokia RAJIV,22 MAY 1991,IND,3,,Patiala (IND),16 MAR 2021,1077
966,956,46.52,Abayie Kwame OPUNI,,GHA,1f1,,"Cregger Track (South Columbia), Columbia, SC (USA)",27 MAR 2021,1077
967,956,46.52,Quintaveon POOLE,11 OCT 1996,USA,4f2,,"Prairie View, TX (USA)",03 APR 2021,1077
968,956,46.52,Quintaveon POOLE,11 OCT 1996,USA,3f3,,"Tropical Park Track, Miami, FL (USA)",24 APR 2021,1077
969,956,46.52,Chancellor STEPHENSON,,USA,2f1,,"Terry & Linda Fuller T&F Complex (Texas Tech), Lubbock, TX (USA)",01 MAY 2021,1077
970,956,46.52,Demar MURRAY,31 AUG 1991,JAM,1f3,,"National Stadium, Kingston (JAM)",01 MAY 2021,1077
971,956,46.52,Daeqwan BUTLER,1999,USA,1h2,,"Paul Derr TF Facility, Raleigh, NC (USA)",14 MAY 2021,1077
972,956,46.52,Jon MAAS,1998,USA,2h2,,"RV Christian Track, Manhattan, KS (USA)",15 MAY 2021,1077
973,956,46.52,Sean BAILEY,15 JUL 1997,JAM,1h3,,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",15 MAY 2021,1077
974,956,46.52,Samson Oghenewegba NATHANIEL,29 AUG 1997,NGR,1f1,,"Fort Worth, TX (USA)",18 MAY 2021,1077
975,956,46.52,Pavel MASLÁK,21 FEB 1991,CZE,6,,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021,1077
976,956,46.52,Šimon BUJNA,27 DEC 1995,SVK,5,,"x-bionic sphere, Šamorín (SVK)",02 JUN 2021,1077
977,956,46.52,Mateusz RZEŹNICZAK,23 JUL 1998,POL,1f1,,"Stadion Miejski, Toruń (POL)",02 JUN 2021,1077
978,956,46.52,Saveliy SAVLUKOV,06 JAN 2000,RUS,1h5,,"Olympic Stadium, Cheboksary (RUS)",23 JUN 2021,1077
979,956,46.52,Andrey GALATSKOV,13 FEB 1992,RUS,4,,"Olympic Stadium, Cheboksary (RUS)",25 JUN 2021,1077
980,971,46.53,Marcus CHAMBERS,03 NOV 1994,USA,1,,"Hayward Field, Eugene, OR (USA)",24 APR 2021,1076
981,971,46.53,Ronald SAYLES,28 MAR 1997,JAM,7f1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",24 APR 2021,1076
982,971,46.53,Emmanuel BYNUM,,USA,8,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",15 MAY 2021,1076
983,971,46.53,Ben JEFFERIES,,USA,2,,"Mickey Miller Blackwell Stadium, Gulf Shores, AL (USA)",28 MAY 2021,1076
984,971,46.53,Takeshi FUJIWARA,05 AUG 1985,JPN,,,"Estadio Nacional - La Sabana, San José (CRC)",29 MAY 2021,1076
985,971,46.53,Rashard CLARK,04 NOV 1994,USA,2f1,,"CVEATC, Chula Vista, CA (USA)",30 MAY 2021,1076
986,971,46.53,Asa GUEVARA,20 DEC 1995,TTO,4f1,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",31 MAY 2021,1076
987,971,46.53,Johannes TREFZ,07 JUN 1992,GER,1h1,,"Eintracht-Stadion, Braunschweig (GER)",05 JUN 2021,1076
988,971,46.53,Jingzong ZHANG,15 JAN 1997,CHN,3h2,,Chongqing (CHN),24 JUN 2021,1076
989,971,46.53,Julio ARENAS,24 APR 1993,ESP,2h1,,"Polideportivo Juan de la Cierva, Getafe (ESP)",26 JUN 2021,1076
990,981,46.54,Terryon CONWELL,25 JUL 1998,USA,5f1,,"Spec Towns Track, Athens, GA (USA)",01 MAY 2021,1075
991,981,46.54,Trequan BARNES,,USA,3f2,,"UVA Lanningan Field, Charlottesville, VA (USA)",01 MAY 2021,1075
992,981,46.54,James MILHOLEN,,USA,1f3,,"John McDonnell Field (Arkansas), Fayetteville, AR (USA)",07 MAY 2021,1075
993,981,46.54,Akeem SIRLEAF,10 MAR 1997,LBR,4,,"Irwin Belk Track, Greensboro, NC (USA)",08 MAY 2021,1075
994,981,46.54,Isaiah PALMER,17 JUL 1998,USA,1h5,,"Paul Derr TF Facility, Raleigh, NC (USA)",14 MAY 2021,1075
995,981,46.54,Manuel GUIJARRO,07 JUL 1998,ESP,1,,Soria (ESP),15 MAY 2021,1075
996,981,46.54,Ashton HICKS,05 MAY 2000,USA,4,,"RV Christian Track, Manhattan, KS (USA)",16 MAY 2021,1075
997,981,46.54,Mohamed Fares JLASSI,09 JAN 1997,TUN,1f3,,Bursa (TUR),22 MAY 2021,1075
998,981,46.54,Tyrell VALENTINE,1999,USA,5q2,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",26 MAY 2021,1075
999,981,46.54,Alex BECK,07 FEB 1992,AUS,1,,"Performance Centre, Gold Coast (AUS)",05 JUN 2021,1075
1000,981,46.54,Je'Von HUTCHISON,04 MAY 1992,USA,2f4,,"Our Lady of Good Counsel HS, Olney, MD (USA)",12 JUN 2021,1075
1001,981,46.54,Stanley Kieti MUTUNGA,30 DEC 1996,KEN,4,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",17 JUN 2021,1075
1002,981,46.54,Pavel MASLÁK,21 FEB 1991,CZE,3f1,,Cluj-Napoca (ROU),19 JUN 2021,1075
1003,981,46.54,Chunjun MOU,20 JAN 2001,CHN,1h3,,Chongqing (CHN),24 JUN 2021,1075
1004,981,46.54,Javon FRANCIS,14 DEC 1994,JAM,6sf2,,"National Stadium, Kingston (JAM)",26 JUN 2021,1075
1005,981,46.54,Pau FRADERA,08 APR 1987,ESP,8,,"Polideportivo Juan de la Cierva, Getafe (ESP)",27 JUN 2021,1075
1006,981,46.54,Christopher NALIALI,08 MAR 1992,FRA,4,,"Stade Josette et Roger Mikulak, Angers (FRA)",27 JUN 2021,1075
1007,981,46.54,Vít MÜLLER,31 AUG 1996,CZE,1f1,,Brno (CZE),04 JUL 2021,1075
1008,999,46.55,Akani SLATER,24 DEC 1997,VIN,1f2,,"GC Foster College, Spanish Town (JAM)",30 JAN 2021,1075
1009,999,46.55,Wyclife KINYAMAL,02 JUL 1997,KEN,3,,"Nyayo National Stadium, Nairobi (KEN)",27 FEB 2021,1075
1010,,,,,,,,,,
1011,999,46.55,William RAYIAN,13 MAY 1994,KEN,1sf2,,"Nyayo National Stadium, Nairobi (KEN)",27 FEB 2021,1075
1012,999,46.55,Thato PHASHA,11 JUL 2001,RSA,7,,"Bestmed Tuks Stadium, Pretoria (RSA)",27 MAR 2021,1075
1013,999,46.55,Rhayko SCHWARTZ,1997,USA,1f3,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",01 MAY 2021,1075
1014,999,46.55,Pieter CONRADIE,20 OCT 1994,RSA,4,,"UJ Stadium, Johannesburg (RSA)",14 MAY 2021,1075
1015,999,46.55,Lei YANG,09 MAR 1995,CHN,1,,Chengdu (CHN),14 MAY 2021,1075
1016,999,46.55,Willie JOHNSON,,USA,5q1,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",26 MAY 2021,1075
1017,999,46.55,Jhon Alexander SOLIS,24 JUN 1993,COL,4f1,,Salamanca (ESP),05 JUN 2021,1075
1018,999,46.55,Vladimir ACETI,16 OCT 1998,ITA,7,,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1075
1019,999,46.55,Kirill LYAMIN,17 MAY 1996,RUS,1sf2,,"Olympic Stadium, Cheboksary (RUS)",24 JUN 2021,1075
1020,999,46.55,Artyom FYODOTOV,12 NOV 1991,RUS,2sf2,,"Olympic Stadium, Cheboksary (RUS)",24 JUN 2021,1075
1021,999,46.55,Christopher NALIALI,08 MAR 1992,FRA,3h1,,"Stade Josette et Roger Mikulak, Angers (FRA)",26 JUN 2021,1075
1022,999,46.55,Tyler Daniel HARPER,28 AUG 1989,CAN,2,,"Complexe Sportif Claude-Robillard, Montréal (CAN)",29 JUN 2021,1075
1023,1013,46.56,Carlos SALCIDO,,USA,1f1,,"WTAMU T&Fi Complex, Canyon, TX (USA)",03 APR 2021,1074
1024,1013,46.56,Arinze CHANCE,20 JAN 1996,GUY,2f1,,"Cregger Track (South Columbia), Columbia, SC (USA)",17 APR 2021,1074
1025,1013,46.56,Demar FRANCIS,25 JAN 2001,JAM,2f3,,"Drake Stadium, Des Moines, IA (USA)",23 APR 2021,1074
1026,1013,46.56,Ashton HICKS,05 MAY 2000,USA,5f1,,"Mike A. Myers Stadium, Austin, TX (USA)",01 MAY 2021,1074
1027,1013,46.56,Nicholas RAMEY,30 APR 2001,USA,1h3,,"Katherine B. Loker Stadium, Los Angeles, CA (USA)",15 MAY 2021,1074
1028,1013,46.56,Johnnie BLOCKBURGER,12 JUL 2002,USA,1h3,,"Katherine B. Loker Stadium, Los Angeles, CA (USA)",15 MAY 2021,1074
1029,1013,46.56,Brandon OUTLAW,02 JAN 1999,USA,5h3,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1074
1030,1013,46.56,Kohei ITAHANA,07 SEP 1994,JPN,4f3,,"Yanmar Stadium Nagai, Osaka (JPN)",01 JUN 2021,1074
1031,1013,46.56,David SOMBE,24 APR 2000,FRA,1,,"Stade Philippides, Montpellier (FRA)",05 JUN 2021,1074
1032,1013,46.56,Hao LUO,22 JUL 1998,CHN,1h1,,Chongqing (CHN),24 JUN 2021,1074
1033,1013,46.56,Zhiqiang DU,21 APR 2002,CHN,4h2,,Chongqing (CHN),24 JUN 2021,1074
1034,1013,46.56,Nathan GYGER,04 JAN 1992,SUI,3,,"Stadion Hard, Langenthal (SUI)",27 JUN 2021,1074
1035,1013,46.56,Justin BRAUN,2004,USA,1,,"Renton Memorial Stadium, Seattle, WA (USA)",02 JUL 2021,1074
1036,1026,46.57,Elijah YOUNG,,USA,3f1,,"Irwin Belk Track, Greensboro, NC (USA)",10 APR 2021,1073
1037,1026,46.57,Alexander RUSSO,26 JUL 1994,BRA,3,,"Cougar Athletic Stadium, Azusa, CA (USA)",17 APR 2021,1073
1038,1026,46.57,Dylan BORLÉE,20 SEP 1992,BEL,3f1,,"Stadio Guidobaldi, Rieti (ITA)",23 APR 2021,1073
1039,1026,46.57,Muzuri MATTAR,,USA,1f5,,"Rice University, Houston, TX (USA)",24 APR 2021,1073
1040,1026,46.57,Yu Ang WU,18 MAR 1998,CHN,1,,Ji'an (CHN),11 MAY 2021,1073
1041,1026,46.57,Damarre MARTIN,,USA,2h2,,"Paul Derr TF Facility, Raleigh, NC (USA)",14 MAY 2021,1073
1042,1026,46.57,Jamoi JACKSON,28 APR 2000,JAM,4f1,,"National Stadium, Kingston (JAM)",29 MAY 2021,1073
1043,1026,46.57,Wiktor SUWARA,24 JUL 1996,POL,1f1,,"Stadion Miejski, Piaseczno (POL)",05 JUN 2021,1073
1044,1026,46.57,Brayan LOPEZ,20 JUN 1997,ITA,4f2,,"Centre sportif Bout-du-Monde, Genève (SUI)",12 JUN 2021,1073
1045,1026,46.57,Luguelín SANTOS,12 NOV 1992,DOM,2f2,,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1073
1046,1026,46.57,Aleksandr MASYUTENKO,27 APR 1998,RUS,2sf3,,"Olympic Stadium, Cheboksary (RUS)",24 JUN 2021,1073
1047,1026,46.57,Luka JANEŽIČ,14 NOV 1995,SLO,1f2,,"Atletski stadion, Smederevo (SRB)",26 JUN 2021,1073
1048,1026,46.57,Philip OSEI,30 OCT 1990,CAN,3,,"Complexe Sportif Claude-Robillard, Montréal (CAN)",29 JUN 2021,1073
1049,1039,46.58,Daeqwan BUTLER,1999,USA,4f1,,"Florida State University - Mike Long Track, Tallahassee, FL (USA)",26 MAR 2021,1073
1050,1039,46.58,Solomon STRADER,22 DEC 2001,USA,1,,"UMiami Cobb Stadium, Coral Gables, FL (USA)",10 APR 2021,1073
1051,1039,46.58,Wilbert LONDON,17 AUG 1997,USA,3f6,,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",17 APR 2021,1073
1052,1039,46.58,Kameron JONES,1997,USA,1f1,,"UCF Soccer and Track Complex, Orlando, FL (USA)",24 APR 2021,1073
1053,1039,46.58,Jeremiah CURRY,,USA,2f5,,"Rice University, Houston, TX (USA)",24 APR 2021,1073
1054,1039,46.58,Akani SLATER,24 DEC 1997,VIN,2f3,,"National Stadium, Kingston (JAM)",01 MAY 2021,1073
1055,1039,46.58,Kosuke IKEDA,21 APR 1995,JPN,4,,"Olympic Stadium, Tokyo (JPN)",09 MAY 2021,1073
1056,1039,46.58,Lei YANG,09 MAR 1995,CHN,1h1,,Chengdu (CHN),14 MAY 2021,1073
1057,1039,46.58,Cade JOHNSTONE,,USA,1,,"Chick Hislop Outdoor Track, Ogden, UT (USA)",15 MAY 2021,1073
1058,1039,46.58,Raúl Hernan MENA PEDROZA,22 JUL 1995,COL,3,,"Estadio Alberto Spencer Herrera, Guayaquil (ECU)",29 MAY 2021,1073
1059,1039,46.58,Tsubasa YOSHIKI,24 SEP 2003,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",25 JUN 2021,1073
1060,1039,46.58,Keeno BURRELL,,JAM,3h4,,"National Stadium, Kingston (JAM)",25 JUN 2021,1073
1061,1051,46.59,Jackson JUNKINS,,USA,1f1,,"Cregger Track (South Columbia), Columbia, SC (USA)",10 APR 2021,1072
1062,1051,46.59,Douglas HERNANDES MENDES,04 AUG 2001,BRA,1,,"CNDA, Bragança Paulista (BRA)",11 APR 2021,1072
1063,1051,46.59,Willie JOHNSON,,USA,1f1,,"Vanderbilt University, Nashville, TN (USA)",17 APR 2021,1072
1064,1051,46.59,Alex HAYDOCK-WILSON,28 JUL 1999,GBR,1f6,,"Pingles Stadium, Nuneaton (GBR)",01 MAY 2021,1072
1065,1051,46.59,Zakhiti NENE,02 APR 1998,RSA,1sf2,,"UJ Stadium, Johannesburg (RSA)",13 MAY 2021,1072
1066,1051,46.59,Ismail TURNER,,USA,2h1,,"Katherine B. Loker Stadium, Los Angeles, CA (USA)",15 MAY 2021,1072
1067,1051,46.59,Philip OSEI,30 OCT 1990,CAN,4f3,,"Fort Worth, TX (USA)",18 MAY 2021,1072
1068,1051,46.59,Edward KAPARIO,1996,KEN,2h4,,"Nyayo National Stadium, Nairobi (KEN)",27 MAY 2021,1072
1069,1051,46.59,Robert MCDONNELL,31 MAY 2002,IRL,2f1,,"Mary Peters Track, Belfast (GBR)",29 MAY 2021,1072
1070,1051,46.59,Kenta OSAKI,28 NOV 1995,JPN,2f2,,"Yanmar Stadium Nagai, Osaka (JPN)",01 JUN 2021,1072
1071,1051,46.59,Kalinga KUMARAGE,25 SEP 1992,SRI,1h2,,Colombo (SRI),15 JUN 2021,1072
1072,1051,46.59,Je'Von HUTCHISON,04 MAY 1992,USA,1f1,,"Thomas Edison Park, Edison, NJ (USA)",23 JUN 2021,1072
1073,1051,46.59,Rikuya ITO,10 NOV 1998,JPN,4,,"Yanmar Stadium Nagai, Osaka (JPN)",25 JUN 2021,1072
1074,1051,46.59,Tahj HAMM,09 MAR 2004,JAM,2,,"National Stadium, Kingston (JAM)",26 JUN 2021,1072
1075,1051,46.59,Bernat ERTA,15 FEB 2001,ESP,3h1,,"Polideportivo Juan de la Cierva, Getafe (ESP)",26 JUN 2021,1072
1076,1051,46.59,Mame-Ibra ANNE,07 NOV 1989,FRA,3h3,,"Stade Josette et Roger Mikulak, Angers (FRA)",26 JUN 2021,1072
1077,1051,46.59,Tsebo MATSOSO,27 MAY 1999,RSA,1f2,,"McArthur Stadium, Potchefstroom (RSA)",26 JUN 2021,1072
1078,1051,46.59,Ludovic OUCENI,01 FEB 2001,FRA,5,,"Stade Josette et Roger Mikulak, Angers (FRA)",27 JUN 2021,1072
1079,1051,46.59,Miloud LAREDJ,07 NOV 1986,ALG,2f1,,Nogent-sur-Marne (FRA),27 JUN 2021,1072
1080,1070,46.60,Zablon Ekhal EKWAM,04 AUG 1997,KEN,1sf1,,"Nyayo National Stadium, Nairobi (KEN)",27 FEB 2021,1071
1081,1070,46.60,Derrick MOKALENG,18 JUN 1997,RSA,1f2,,"TCU-Lowdon T&F Complex, Fort Worth, TX (USA)",20 MAR 2021,1071
1082,1070,46.60,Guy MAGANGA GORRA,18 MAR 1993,GAB,1f1,,"Ray McDonald, Sr., Track Complex (Mount Olive Un.), Mount Olive, NC (USA)",27 MAR 2021,1071
1083,1070,46.60,Noah WOODMAN,,USA,1f1,,"Pepin Rood Stadium #Un. of Tampa, Tampa, FL (USA)",02 APR 2021,1071
1084,1070,46.60,Revon WILLIAMS,05 JAN 2002,GUY,3sf1,,"National Stadium, Kingston (JAM)",14 MAY 2021,1071
1085,1070,46.60,Xavier ROGERS,,USA,3,,"Jaguar Track, Mobile, AL (USA)",15 MAY 2021,1071
1086,1070,46.60,Muzala SIMUKONGA,2004,ZAM,2f1,,"National Heroes Stadium, Lusaka (ZAM)",15 MAY 2021,1071
1087,1070,46.60,Shawn COLLINS,2001,USA,5q4,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1071
1088,1070,46.60,Philip OSEI,30 OCT 1990,CAN,1,,"Track and Field Centre Outdoor Track, Toronto (CAN)",18 JUN 2021,1071
1089,1070,46.60,Tianrui FAN,09 JUL 2002,CHN,1h4,,Chongqing (CHN),24 JUN 2021,1071
1090,1070,46.60,Philip OSEI,30 OCT 1990,CAN,1,,"Complexe Sportif Claude-Robillard, Montréal (CAN)",25 JUN 2021,1071
1091,1070,46.60,Pavel MASLÁK,21 FEB 1991,CZE,3,,"Stadion Mládeže, Zlín (CZE)",27 JUN 2021,1071
1092,1082,46.61,Omajuwa ETIWE,,USA,2h1,,"Mike A. Myers Stadium, Austin, TX (USA)",25 MAR 2021,1071
1093,1082,46.61,Michael OHIOZE,06 FEB 1995,GBR,1h1,,"Cougar Athletic Stadium, Azusa, CA (USA)",16 APR 2021,1071
1094,1082,46.61,Carlos SALCIDO,,USA,1h1,,"Veterans Memorial Stadium, Clovis, CA (USA)",14 MAY 2021,1071
1095,1082,46.61,Bernat ERTA,15 FEB 2001,ESP,1,,Palencia (ESP),16 MAY 2021,1071
1096,1082,46.61,Charles DEVANTAY,14 FEB 1998,SUI,5f2,,"Centre sportif Bout-du-Monde, Genève (SUI)",12 JUN 2021,1071
1097,1082,46.61,Wilber ENCARNACION,08 AUG 2001,DOM,3f2,,Santo Domingo (DOM),12 JUN 2021,1071
1098,1082,46.61,Wilber ENCARNACION,08 AUG 2001,DOM,5f1,,Castellón (ESP),29 JUN 2021,1071
1099,1082,46.61,Ericsson TAVARES,29 JAN 2001,POR,1h1,,"Kadrioru staadion, Tallinn (EST)",08 JUL 2021,1071
1100,1082,46.61,Netanel DOROTHEA,22 NOV 2000,NED,5sf1,,"Kadrioru staadion, Tallinn (EST)",09 JUL 2021,1071
1101,1091,46.62,Ditiro NZAMANI,29 JAN 2000,BOT,2f5,,"National Stadium, Gaborone (BOT)",06 FEB 2021,1070
1102,1091,46.62,Tyler GUNN,23 OCT 1999,AUS,2f1,,"AIS Athletics Track, Canberra (AUS)",13 FEB 2021,1070
1103,1091,46.62,Sean BAILEY,15 JUL 1997,JAM,1h2,,"Mike A. Myers Stadium, Austin, TX (USA)",25 MAR 2021,1070
1104,1091,46.62,Arinze CHANCE,20 JAN 1996,GUY,2f1,,"Cregger Track (South Columbia), Columbia, SC (USA)",27 MAR 2021,1070
1105,1091,46.62,Dubem AMENE,10 NOV 2002,USA,1f5,,"PVAMU Track Stadium, Prairie View, TX (USA)",17 APR 2021,1070
1106,1091,46.62,Victor AKHALU,29 SEP 2003,NGR,4f1,,"UNM Track Stadium, Albuquerque, NM (USA)",22 APR 2021,1070
1107,1091,46.62,Cleophas KIPRUTO,1996,KEN,2,,"Nyayo National Stadium, Nairobi (KEN)",15 MAY 2021,1070
1108,1091,46.62,Rashard CLARK,04 NOV 1994,USA,1f1,,"Ashel Cunningham Track, Redlands, CA (USA)",20 MAY 2021,1070
1109,1091,46.62,Rami BALTI,08 JAN 2001,TUN,2f3,,Bursa (TUR),22 MAY 2021,1070
1110,1091,46.62,Thomas JORDIER,12 AUG 1994,FRA,1f2,,"Bungertstadion, Rehlingen (GER)",23 MAY 2021,1070
1111,,,,,,,,,,
1112,1091,46.62,Jingzong ZHANG,15 JAN 1997,CHN,1h6,,Fuzhou (CHN),23 MAY 2021,1070
1113,1091,46.62,Rhayko SCHWARTZ,1997,USA,3q4,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",26 MAY 2021,1070
1114,1091,46.62,Patrik ŠORM,21 NOV 1993,CZE,1f1,,Plzeň (CZE),02 JUN 2021,1070
1115,1091,46.62,Diego PALOMEQUE,05 DEC 1993,COL,4f2,,"Estadio Iberoamericano, Huelva (ESP)",03 JUN 2021,1070
1116,1091,46.62,Pieter CONRADIE,20 OCT 1994,RSA,3f5,,"Bestmed Tuks Stadium, Pretoria (RSA)",19 JUN 2021,1070
1117,1091,46.62,Iñaki CAÑAL,30 SEP 1997,ESP,1,,Oviedo (ESP),03 JUL 2021,1070
1118,1091,46.62,Ludovic OUCENI,01 FEB 2001,FRA,3h2,,"Kadrioru staadion, Tallinn (EST)",08 JUL 2021,1070
1119,1091,46.62,Ericsson TAVARES,29 JAN 2001,POR,3sf2,,"Kadrioru staadion, Tallinn (EST)",09 JUL 2021,1070
1120,1109,46.63,William RAYIAN,13 MAY 1994,KEN,1f4,,"Nyayo National Stadium, Nairobi (KEN)",06 FEB 2021,1069
1121,1109,46.63,Nicholas RAMEY,30 APR 2001,USA,2f1,,"USC Cromwell Field and Loker Track Stadium, Los Angeles, CA (USA)",20 MAR 2021,1069
1122,1109,46.63,Calvin WILSON,,USA,1f1,,"Aztrack Sports Deck, San Diego, CA (USA)",27 MAR 2021,1069
1123,1109,46.63,Gardeo ISAACS,27 DEC 1998,RSA,4h3,,"Bestmed Tuks Stadium, Pretoria (RSA)",15 APR 2021,1069
1124,1109,46.63,Anthony COX,26 AUG 2000,JAM,2f2,,"National Stadium, Kingston (JAM)",17 APR 2021,1069
1125,1109,46.63,Trevor BASSITT,26 FEB 1998,USA,1f1,,"Tiffin University, Cleveland, OH (USA)",17 APR 2021,1069
1126,1109,46.63,Jalen BROWN,,USA,2f4,,"John McDonnell Field (Arkansas), Fayetteville, AR (USA)",24 APR 2021,1069
1127,1109,46.63,Webster SLAUGHTER,,USA,3f5,,"Rice University, Houston, TX (USA)",24 APR 2021,1069
